Location,Site,Trial_ID,Species,Date,Plot_ID,TQR,RGB_Blue,RGB_Green,RGB_Red,RGB_CV_Blue,RGB_CV_Green,RGB_CV_Red,RGB_VARI,RGB_ExG,RGB_NGRDI,RGB_GR,RGB_CanopyDensity,RGB_LeafTexture,RGB_SurfaceUniformity,MS_Green,MS_Red,MS_RedEdge,MS_NIR,MS_CV_Green,MS_CV_Red,MS_CV_RedEdge,MS_CV_NIR,MS_NGRDI,MS_GR,MS_NDVI,MS_NDRE,MS_GNDVI,MS_GCI,MS_CanopyDensity,MS_LeafTexture,MS_SurfaceUniformity
"Eagle Springs, NC",Sandhills Turf,23SOFT,StAug,2024-10-08,P053,6,0.0609,0.1022,0.0705,0.1544,0.1426,0.1522,0.2834,0.0729,0.1834,1.4492,76.7361,0.1171,0.1242,0.0977,0.0757,0.2066,0.3492,0.1626,0.1901,0.1699,0.2026,0.1269,1.2906,0.6438,0.2567,0.563,2.5762,65.3283,0.0691,0.1658
"Eagle Springs, NC",Sandhills Turf,23SOFT,StAug,2024-10-08,P054,3,0.077,0.1151,0.0868,0.1216,0.1354,0.2595,0.2268,0.0665,0.1403,1.3265,50.8497,0.1508,0.1111,0.1033,0.0832,0.1822,0.2906,0.1282,0.134,0.2342,0.1747,0.1076,1.2411,0.5548,0.2293,0.4757,1.8143,42.8156,0.1224,0.1198
"Eagle Springs, NC",Sandhills Turf,23SOFT,StAug,2024-10-08,P055,3,0.0502,0.0791,0.0614,0.1938,0.1648,0.0675,0.1958,0.0465,0.1258,1.2878,66.2631,0.0928,0.1044,0.1,0.0738,0.2188,0.3316,0.1497,0.2022,0.3144,0.1528,0.1505,1.3543,0.6359,0.205,0.5368,2.3173,69.8288,0.1249,0.129
"Eagle Springs, NC",Sandhills Turf,23SOFT,StAug,2024-10-08,P056,4,0.0619,0.0952,0.0721,0.1244,0.2342,0.2105,0.219,0.0564,0.138,1.3201,53.095,0.1576,0.1112,0.0894,0.0678,0.2554,0.3919,0.1545,0.1942,0.1914,0.1877,0.1377,1.3194,0.7052,0.2108,0.6285,3.3837,57.8252,0.1162,0.1559
"Eagle Springs, NC",Sandhills Turf,23SOFT,StAug,2024-10-08,P057,6,0.0599,0.1004,0.0694,0.217,0.1605,0.154,0.2825,0.0715,0.1828,1.4474,78.163,0.1057,0.1461,0.0996,0.0659,0.2469,0.4053,0.174,0.2321,0.1628,0.2389,0.2031,1.5099,0.7201,0.2428,0.6055,3.0702,86.9537,0.0539,0.1556
"Eagle Springs, NC",Sandhills Turf,23SOFT,StAug,2024-10-08,P058,4,0.0562,0.088,0.0665,0.1166,0.1923,0.2131,0.2189,0.0533,0.1393,1.3237,70.6033,0.1139,0.1358,0.0671,0.0572,0.3151,0.4727,0.1636,0.2861,0.144,0.2052,0.0799,1.1738,0.7842,0.2001,0.7513,6.0434,62.7476,0.1115,0.1778
"Eagle Springs, NC",Sandhills Turf,23SOFT,StAug,2024-10-08,P059,7,0.0494,0.0828,0.0591,0.1341,0.1076,0.1741,0.2557,0.057,0.1666,1.3999,75.4178,0.1646,0.0838,0.0599,0.0522,0.336,0.5257,0.0605,0.1265,0.1807,0.1472,0.0682,1.1465,0.8193,0.2202,0.7955,7.7806,65.1997,0.122,0.1485
"Eagle Springs, NC",Sandhills Turf,23SOFT,StAug,2024-10-08,P060,9,0.0271,0.0559,0.0369,0.1202,0.164,0.2672,0.288,0.0477,0.2039,1.5123,68.7402,0.0498,0.2048,0.0855,0.0521,0.2661,0.4613,0.1403,0.1362,0.1576,0.0588,0.243,1.6419,0.7971,0.2683,0.6872,4.3938,71.0902,0.0661,0.1387
"Eagle Springs, NC",Sandhills Turf,23ZOFT,Zoys,2024-10-08,P001,6,0.0426,0.0777,0.0565,0.2698,0.1076,0.2051,0.2306,0.0562,0.1574,1.3736,58.2383,0.1054,0.1601,0.0697,0.0509,0.3063,0.4817,0.1602,0.1579,0.2019,0.3006,0.1564,1.3709,0.8089,0.2225,0.747,5.9066,72.6818,0.1224,0.1609
"Eagle Springs, NC",Sandhills Turf,23ZOFT,Zoys,2024-10-08,P002,4,0.0727,0.111,0.0818,0.2578,0.2254,0.2595,0.2432,0.0675,0.1515,1.357,69.4373,0.1123,0.1813,0.0873,0.0635,0.2554,0.4002,0.168,0.1166,0.1604,0.15,0.1579,1.3751,0.7261,0.2209,0.6418,3.5835,54.2654,0.0826,0.1656
"Eagle Springs, NC",Sandhills Turf,23ZOFT,Zoys,2024-10-08,P003,7,0.0531,0.093,0.0692,0.233,0.0955,0.1113,0.2184,0.0638,0.1469,1.3445,77.807,0.1734,0.1111,0.0827,0.0566,0.2838,0.4543,0.1211,0.146,0.1837,0.2365,0.187,1.4599,0.7784,0.2309,0.6921,4.4957,89.6161,0.1783,0.1898
"Eagle Springs, NC",Sandhills Turf,23ZOFT,Zoys,2024-10-08,P004,7,0.0395,0.0765,0.0556,0.1486,0.1128,0.1524,0.2252,0.058,0.158,1.3753,76.89,0.0891,0.1477,0.0821,0.0579,0.2791,0.4509,0.1272,0.211,0.1086,0.1911,0.1729,1.4179,0.7725,0.2353,0.692,4.4937,78.875,0.148,0.2033
"Eagle Springs, NC",Sandhills Turf,23ZOFT,Zoys,2024-10-08,P005,6,0.0657,0.0963,0.0688,0.1187,0.2021,0.1435,0.2769,0.0581,0.1666,1.3998,49.5859,0.117,0.1433,0.0815,0.0581,0.2777,0.4427,0.2075,0.1249,0.2828,0.1336,0.1676,1.4027,0.768,0.2289,0.6891,4.4326,62.4897,0.1471,0.0727
"Eagle Springs, NC",Sandhills Turf,23ZOFT,Zoys,2024-10-08,P006,5,0.0567,0.1016,0.0736,0.0743,0.1597,0.1545,0.2363,0.0729,0.1599,1.3806,59.423,0.1528,0.1873,0.1,0.0735,0.2161,0.3514,0.204,0.1761,0.3256,0.1224,0.1527,1.3604,0.654,0.2383,0.5569,2.5141,72.8659,0.1157,0.0755
"Eagle Springs, NC",Sandhills Turf,23ZOFT,Zoys,2024-10-08,P007,3,0.0821,0.1152,0.0909,0.2132,0.1842,0.2033,0.1962,0.0575,0.1181,1.2677,48.841,0.0615,0.2203,0.0882,0.0637,0.2543,0.3959,0.2061,0.1891,0.2158,0.1758,0.1609,1.3836,0.7227,0.2178,0.6358,3.4908,65.576,0.1563,0.1718
"Eagle Springs, NC",Sandhills Turf,23ZOFT,Zoys,2024-10-08,P008,5,0.0523,0.0741,0.0582,0.1324,0.1712,0.2235,0.1988,0.0377,0.1202,1.2732,74.1406,0.106,0.1729,0.0824,0.0604,0.268,0.424,0.1584,0.1577,0.3027,0.2321,0.1539,1.3639,0.7505,0.2254,0.6744,4.1429,74.7366,0.1789,0.1987
"Eagle Springs, NC",Sandhills Turf,23ZOFT,Zoys,2024-10-08,P009,6,0.056,0.0911,0.0649,0.2616,0.1846,0.1192,0.2618,0.0614,0.168,1.4037,66.0643,0.0948,0.0978,0.0833,0.0568,0.2829,0.4524,0.0783,0.1986,0.095,0.1921,0.1885,1.4647,0.7767,0.2305,0.6891,4.4335,80.9243,0.122,0.1415
"Eagle Springs, NC",Sandhills Turf,23ZOFT,Zoys,2024-10-08,P010,7,0.0556,0.0898,0.0613,0.1489,0.1954,0.2199,0.2978,0.0626,0.1883,1.4639,72.3444,0.0817,0.19,0.0813,0.0567,0.2835,0.4541,0.0988,0.1576,0.1425,0.1921,0.1782,1.4337,0.7779,0.2313,0.6963,4.5844,81.2957,0.1375,0.1465
"Eagle Springs, NC",Sandhills Turf,23ZOFT,Zoys,2024-10-08,P011,7,0.0512,0.0814,0.0575,0.1227,0.1092,0.1724,0.2722,0.0542,0.172,1.4153,60.9721,0.0981,0.1299,0.0802,0.0548,0.2912,0.467,0.1783,0.1982,0.1979,0.1416,0.1881,1.4634,0.7899,0.232,0.7068,4.8215,77.0445,0.1303,0.1295
"Eagle Springs, NC",Sandhills Turf,23ZOFT,Zoys,2024-10-08,P012,4,0.0662,0.1017,0.0707,0.1337,0.1511,0.2071,0.292,0.0666,0.1799,1.4389,46.0096,0.1524,0.1326,0.0848,0.0655,0.2473,0.3885,0.1637,0.2278,0.1682,0.1892,0.1285,1.2948,0.7113,0.222,0.6415,3.5785,83.5946,0.1692,0.1297
"Eagle Springs, NC",Sandhills Turf,23ZOFT,Zoys,2024-10-08,P013,6,0.0645,0.0911,0.0673,0.149,0.1829,0.143,0.2539,0.0505,0.1506,1.3545,71.9678,0.1173,0.2282,0.0894,0.0654,0.249,0.4033,0.056,0.1772,0.2015,0.0788,0.1553,1.3676,0.7211,0.2367,0.6372,3.5124,67.358,0.1231,0.1895
"Eagle Springs, NC",Sandhills Turf,23ZOFT,Zoys,2024-10-08,P014,3,0.0468,0.0756,0.0545,0.1593,0.1614,0.1971,0.253,0.0499,0.162,1.3866,75.7442,0.0596,0.1472,0.1049,0.0793,0.1922,0.309,0.1958,0.1339,0.2544,0.193,0.1389,1.3225,0.5914,0.233,0.493,1.9445,54.3962,0.0837,0.226
"Eagle Springs, NC",Sandhills Turf,23ZOFT,Zoys,2024-10-08,P015,4,0.058,0.1001,0.0696,0.25,0.1206,0.1512,0.2732,0.0726,0.1798,1.4384,57.5794,0.0756,0.1539,0.1086,0.0804,0.1883,0.3057,0.1197,0.1795,0.2175,0.211,0.1495,1.3515,0.5836,0.2378,0.4756,1.8138,57.0399,0.1181,0.1621
"Eagle Springs, NC",Sandhills Turf,23ZOFT,Zoys,2024-10-08,P016,5,0.0367,0.0705,0.0473,0.1753,0.174,0.1766,0.2863,0.057,0.1971,1.4909,63.6595,0.1636,0.1772,0.0946,0.0684,0.2364,0.3809,0.2004,0.1647,0.2144,0.2042,0.1605,1.3824,0.6954,0.234,0.6021,3.0269,67.8241,0.1182,0.1943
"Eagle Springs, NC",Sandhills Turf,23ZOFT,Zoys,2024-10-08,P017,8,0.0588,0.0926,0.0662,0.1523,0.1479,0.2544,0.2636,0.0602,0.1661,1.3983,98.2709,0.1547,0.1683,0.0846,0.0622,0.2622,0.4306,0.1783,0.0968,0.1829,0.101,0.1527,1.3606,0.7476,0.2431,0.6715,4.0887,57.5166,0.0819,0.1461
"Eagle Springs, NC",Sandhills Turf,23ZOFT,Zoys,2024-10-08,P018,8,0.044,0.0916,0.0592,0.1157,0.1807,0.0821,0.3025,0.0799,0.2143,1.5454,67.0395,0.1529,0.1117,0.0865,0.0613,0.2658,0.4347,0.0801,0.1508,0.1821,0.2026,0.1705,1.4111,0.7529,0.2411,0.6682,4.0285,78.8682,0.1205,0.1027
"Eagle Springs, NC",Sandhills Turf,23ZOFT,Zoys,2024-10-08,P019,2,0.0675,0.0982,0.0769,0.1774,0.2105,0.2331,0.1987,0.0521,0.1221,1.2782,57.0095,0.095,0.1378,0.073,0.0525,0.2984,0.4526,0.2252,0.1892,0.1497,0.151,0.1633,1.3904,0.7921,0.2053,0.7222,5.2005,59.6714,0.0493,0.1696
"Eagle Springs, NC",Sandhills Turf,23ZOFT,Zoys,2024-10-08,P020,2,0.0666,0.0976,0.0757,0.2383,0.1824,0.1116,0.2055,0.053,0.1266,1.2899,71.9119,0.0208,0.1364,0.1121,0.0836,0.175,0.2791,0.1542,0.2608,0.1838,0.2306,0.146,1.342,0.5392,0.2293,0.4268,1.489,83.0199,0.0425,0.1253
"Eagle Springs, NC",Sandhills Turf,23ZOFT,Zoys,2024-10-08,P021,7,0.0478,0.0812,0.0611,0.2112,0.2271,0.0814,0.2129,0.0535,0.1414,1.3294,77.6164,0.1589,0.1599,0.0851,0.0594,0.2732,0.4417,0.1326,0.2236,0.1838,0.1727,0.1782,1.4336,0.7631,0.2358,0.6769,4.1909,82.4249,0.0748,0.1075
"Eagle Springs, NC",Sandhills Turf,23ZOFT,Zoys,2024-10-08,P022,4,0.0706,0.1069,0.0832,0.1346,0.1462,0.1779,0.1987,0.06,0.1249,1.2854,63.5433,0.0821,0.1545,0.0836,0.0575,0.2794,0.4359,0.2774,0.2152,0.2184,0.239,0.1852,1.4545,0.7669,0.2187,0.6781,4.2125,55.6653,0.0738,0.2043
"Eagle Springs, NC",Sandhills Turf,23ZOFT,Zoys,2024-10-08,P023,4,0.0658,0.1113,0.0822,0.18,0.1111,0.146,0.2279,0.0746,0.1504,1.354,67.8218,0.1006,0.2153,0.0938,0.0727,0.2188,0.351,0.0945,0.1279,0.1529,0.1761,0.1262,1.2888,0.6567,0.232,0.5784,2.7444,46.5368,0.1455,0.1385
"Eagle Springs, NC",Sandhills Turf,23ZOFT,Zoys,2024-10-08,P024,5,0.0364,0.0631,0.0448,0.1461,0.1839,0.1456,0.2558,0.0449,0.1694,1.4078,75.7779,0.1031,0.1654,0.0768,0.0559,0.2862,0.4513,0.2101,0.2416,0.1294,0.2355,0.1579,1.3751,0.7796,0.2237,0.709,4.8721,64.8035,0.1014,0.1606
"Eagle Springs, NC",Sandhills Turf,23ZOFT,Zoys,2024-10-08,P025,5,0.0499,0.0875,0.0616,0.2247,0.1612,0.2511,0.2615,0.0636,0.1741,1.4216,69.0146,0.1212,0.1422,0.0808,0.0562,0.2848,0.4467,0.2259,0.1414,0.1838,0.3002,0.1793,1.4369,0.7765,0.2213,0.6938,4.531,53.9785,0.1526,0.1726
"Eagle Springs, NC",Sandhills Turf,23ZOFT,Zoys,2024-10-08,P026,6,0.0502,0.0842,0.0653,0.126,0.1224,0.2225,0.1906,0.053,0.1266,1.29,72.9664,0.1295,0.1393,0.0921,0.066,0.2465,0.3988,0.1298,0.2279,0.137,0.1123,0.1656,1.397,0.7161,0.236,0.6246,3.3278,76.7629,0.106,0.153
"Eagle Springs, NC",Sandhills Turf,23ZOFT,Zoys,2024-10-08,P027,4,0.0595,0.0944,0.0748,0.1907,0.1717,0.1391,0.1795,0.0546,0.1163,1.2633,70.5245,0.1263,0.1289,0.0805,0.0592,0.2727,0.4253,0.1925,0.167,0.11,0.2056,0.1525,1.36,0.7558,0.2187,0.6818,4.2863,67.5455,0.1192,0.1777
"Eagle Springs, NC",Sandhills Turf,23ZOFT,Zoys,2024-10-08,P028,4,0.0626,0.102,0.0813,0.0863,0.2084,0.3222,0.1707,0.06,0.1125,1.2534,65.407,0.0897,0.1697,0.0874,0.0585,0.2752,0.4292,0.1512,0.1761,0.2358,0.2365,0.1976,1.4926,0.76,0.2186,0.6618,3.9137,65.1342,0.0312,0.1186
"Eagle Springs, NC",Sandhills Turf,23ZOFT,Zoys,2024-10-08,P029,5,0.0678,0.105,0.0739,0.1976,0.3282,0.0843,0.2804,0.0684,0.1742,1.4218,67.756,0.1351,0.162,0.0679,0.0493,0.3125,0.4892,0.1185,0.1397,0.2812,0.1327,0.1587,1.3771,0.8169,0.2203,0.7563,6.2073,79.8859,0.068,0.107
"Eagle Springs, NC",Sandhills Turf,23ZOFT,Zoys,2024-10-08,P030,6,0.0543,0.0884,0.0657,0.1733,0.1075,0.1039,0.2272,0.0567,0.1471,1.345,84.3065,0.1456,0.1746,0.1046,0.0766,0.2042,0.3389,0.1377,0.2279,0.2245,0.2217,0.1543,1.3648,0.6312,0.2481,0.5284,2.2412,64.3451,0.077,0.0361
"Eagle Springs, NC",Sandhills Turf,23ZOFT,Zoys,2024-10-08,P031,2,0.0553,0.0998,0.068,0.2682,0.1645,0.212,0.2831,0.0763,0.1898,1.4684,62.7815,0.0614,0.1922,0.094,0.0672,0.2401,0.371,0.2405,0.2283,0.1344,0.1955,0.1665,1.3994,0.6934,0.2142,0.5957,2.9466,40.9589,0.1104,0.1275
"Eagle Springs, NC",Sandhills Turf,23ZOFT,Zoys,2024-10-08,P032,5,0.053,0.085,0.0581,0.1411,0.2008,0.1295,0.2979,0.0589,0.1876,1.4619,77.8075,0.1268,0.1233,0.0858,0.0638,0.2545,0.4032,0.124,0.1657,0.1685,0.1972,0.1473,1.3454,0.7268,0.2261,0.649,3.6978,75.365,0.1235,0.1776
"Eagle Springs, NC",Sandhills Turf,23ZOFT,Zoys,2024-10-08,P033,6,0.0611,0.0956,0.0663,0.2666,0.2052,0.1248,0.2901,0.0638,0.1807,1.441,71.3567,0.1087,0.1378,0.0936,0.0639,0.2547,0.4115,0.0687,0.1752,0.1933,0.2135,0.1887,1.4652,0.7311,0.2354,0.6293,3.3946,65.1339,0.0974,0.1354
"Eagle Springs, NC",Sandhills Turf,23ZOFT,Zoys,2024-10-08,P034,5,0.046,0.0767,0.0549,0.0694,0.1169,0.1582,0.2556,0.0526,0.1662,1.3986,61.6023,0.1482,0.1737,0.0656,0.0457,0.3265,0.5062,0.1908,0.1619,0.2174,0.1374,0.1783,1.4339,0.8343,0.2158,0.7707,6.7209,78.2921,0.1474,0.1059
"Eagle Springs, NC",Sandhills Turf,23ZOFT,Zoys,2024-10-08,P035,2,0.0703,0.1066,0.0864,0.1946,0.2066,0.1973,0.1648,0.0565,0.1047,1.2339,60.3828,0.0575,0.1255,0.0967,0.0751,0.2085,0.3238,0.2313,0.1123,0.2407,0.1792,0.1258,1.2879,0.6235,0.2166,0.5401,2.3484,65.9657,0.1003,0.0649
"Eagle Springs, NC",Sandhills Turf,23ZOFT,Zoys,2024-10-08,P036,6,0.0571,0.0963,0.0674,0.1152,0.0811,0.0945,0.2704,0.068,0.176,1.4273,65.4137,0.1067,0.1952,0.0946,0.0689,0.2347,0.3805,0.1363,0.1506,0.1346,0.2049,0.1572,1.3732,0.6934,0.237,0.6018,3.0224,56.4385,0.0806,0.1131
"Eagle Springs, NC",Sandhills Turf,23ZOFT,Zoys,2024-10-08,P037,3,0.0727,0.1058,0.0797,0.1809,0.1271,0.2241,0.2314,0.0593,0.1408,1.3277,53.6808,0.1179,0.1529,0.0985,0.0693,0.2322,0.3656,0.1694,0.2511,0.2073,0.172,0.1742,1.4219,0.6814,0.2231,0.5755,2.7111,79.6867,0.0984,0.1049
"Eagle Springs, NC",Sandhills Turf,23ZOFT,Zoys,2024-10-08,P038,5,0.0573,0.0967,0.0718,0.2192,0.2393,0.2525,0.2235,0.0643,0.1476,1.3463,72.7655,0.1046,0.1159,0.0823,0.0572,0.2812,0.4445,0.185,0.1704,0.2223,0.2835,0.1806,1.4407,0.7721,0.225,0.6874,4.3977,82.5463,0.0453,0.1967
"Eagle Springs, NC",Sandhills Turf,23ZOFT,Zoys,2024-10-08,P039,5,0.0634,0.1032,0.077,0.1609,0.0958,0.2115,0.2244,0.0661,0.1455,1.3406,69.8721,0.1199,0.1287,0.0778,0.0593,0.2728,0.4322,0.121,0.2424,0.128,0.1607,0.1351,1.3124,0.7588,0.2262,0.6949,4.5562,58.2338,0.1761,0.1774
"Eagle Springs, NC",Sandhills Turf,23ZOFT,Zoys,2024-10-08,P040,5,0.0489,0.085,0.0602,0.14,0.0569,0.1953,0.2578,0.0609,0.1709,1.4124,68.2813,0.047,0.1875,0.096,0.0698,0.2307,0.3709,0.1538,0.192,0.1434,0.0814,0.1578,1.3748,0.6831,0.2331,0.5888,2.8636,79.9963,0.1021,0.138
"Eagle Springs, NC",Sandhills Turf,23ZOFT,Zoys,2024-10-08,P041,3,0.0757,0.1125,0.0851,0.1084,0.2279,0.222,0.2248,0.0642,0.1386,1.3219,40.9718,0.0472,0.0797,0.0965,0.0728,0.2182,0.3433,0.1722,0.2018,0.1381,0.2453,0.1402,1.3262,0.6502,0.2229,0.5611,2.5571,69.4005,0.0982,0.0804
"Eagle Springs, NC",Sandhills Turf,23ZOFT,Zoys,2024-10-08,P042,5,0.0478,0.0824,0.057,0.1783,0.1761,0.2255,0.2779,0.06,0.1826,1.4467,70.6399,0.0744,0.2488,0.098,0.0704,0.2287,0.3705,0.145,0.1404,0.1646,0.1251,0.1642,1.3929,0.6808,0.2367,0.5816,2.78,63.8441,0.1628,0.1811
"Eagle Springs, NC",Sandhills Turf,23ZOFT,Zoys,2024-10-08,P043,4,0.0652,0.0964,0.0742,0.1332,0.2214,0.1907,0.2107,0.0534,0.1302,1.2993,52.8183,0.087,0.1225,0.0985,0.0725,0.2197,0.3494,0.1592,0.2293,0.1695,0.1763,0.152,1.3586,0.6564,0.2279,0.5603,2.5485,70.7384,0.1149,0.1536
"Eagle Springs, NC",Sandhills Turf,23ZOFT,Zoys,2024-10-08,P044,3,0.048,0.0913,0.0638,0.1977,0.1802,0.1304,0.2566,0.0707,0.1772,1.4306,70.348,0.1069,0.1787,0.1124,0.0859,0.1659,0.2698,0.1151,0.1502,0.2108,0.173,0.1336,1.3085,0.5169,0.2383,0.4117,1.3999,51.3556,0.0972,0.1451
"Eagle Springs, NC",Sandhills Turf,23ZOFT,Zoys,2024-10-08,P045,4,0.0596,0.0914,0.071,0.1025,0.1512,0.2124,0.198,0.0522,0.1254,1.2866,79.1396,0.0937,0.1351,0.0933,0.0679,0.238,0.3753,0.2477,0.2232,0.197,0.157,0.1576,1.3742,0.6937,0.2239,0.602,3.0245,59.9326,0.1277,0.175
"Eagle Springs, NC",Sandhills Turf,23ZOFT,Zoys,2024-10-08,P046,3,0.0486,0.0851,0.0592,0.1494,0.1169,0.1576,0.271,0.0624,0.1797,1.4383,56.8892,0.0951,0.1658,0.0903,0.0678,0.2381,0.3725,0.1797,0.1061,0.1785,0.2221,0.1424,1.3322,0.6921,0.2202,0.6097,3.1248,45.4626,0.092,0.1016
"Eagle Springs, NC",Sandhills Turf,23ZOFT,Zoys,2024-10-08,P047,6,0.0415,0.0837,0.0578,0.1286,0.154,0.1769,0.2594,0.0681,0.1832,1.4487,78.7864,0.0718,0.1917,0.0959,0.0664,0.2447,0.3964,0.1357,0.2271,0.1581,0.1322,0.1818,1.4444,0.713,0.2367,0.6103,3.1321,84.1091,0.1347,0.1756
"Eagle Springs, NC",Sandhills Turf,23ZOFT,Zoys,2024-10-08,P048,5,0.0331,0.0812,0.0515,0.3056,0.1205,0.1177,0.2978,0.0778,0.2236,1.5761,69.9966,0.0951,0.2028,0.1019,0.0744,0.2122,0.343,0.1171,0.2587,0.1781,0.1995,0.1558,1.369,0.6434,0.2356,0.5419,2.366,62.7393,0.1156,0.1453
"Raleigh, NC",Turf Field Lab,23SAUG,StAug,2024-05-01,P001,7,0.0569,0.0889,0.0672,0.1873,0.1518,0.0912,0.2185,0.0536,0.1389,1.3225,73.6688,0.1367,0.1305,0.0656,0.0511,0.3392,0.5023,0.2023,0.1233,0.2924,0.1964,0.1241,1.2834,0.8154,0.1939,0.7691,6.6605,74.0003,0.1775,0.1794
"Raleigh, NC",Turf Field Lab,23SAUG,StAug,2024-05-01,P002,7,0.0662,0.1052,0.0756,0.2396,0.1552,0.2396,0.2583,0.0686,0.1637,1.3914,52.6348,0.0913,0.1739,0.0825,0.0608,0.2727,0.4323,0.223,0.1524,0.1756,0.1092,0.1511,1.3559,0.7533,0.2264,0.6795,4.241,63.0538,0.0976,0.1148
"Raleigh, NC",Turf Field Lab,23SAUG,StAug,2024-05-01,P003,5,0.0738,0.1095,0.0842,0.1461,0.1142,0.1397,0.2115,0.061,0.1308,1.3011,55.2331,0.1257,0.2231,0.0779,0.0605,0.2963,0.4246,0.1018,0.2001,0.2644,0.3116,0.1259,1.288,0.7506,0.178,0.6899,4.4493,51.0607,0.1635,0.1508
"Raleigh, NC",Turf Field Lab,23SAUG,StAug,2024-05-01,P004,7,0.0618,0.0924,0.0718,0.1173,0.2062,0.1022,0.2012,0.0512,0.1255,1.287,61.3595,0.0999,0.141,0.0833,0.0658,0.2762,0.4244,0.1189,0.2015,0.1053,0.1514,0.1176,1.2665,0.7315,0.2115,0.6717,4.0921,46.1841,0.1024,0.0701
"Raleigh, NC",Turf Field Lab,23SAUG,StAug,2024-05-01,P005,7,0.0703,0.1117,0.0799,0.2109,0.232,0.0919,0.2627,0.0733,0.1663,1.3989,71.6781,0.1058,0.1297,0.0978,0.0647,0.2544,0.3983,0.1439,0.1439,0.1444,0.1661,0.2034,1.5106,0.7204,0.2206,0.6058,3.0736,71.968,0.1172,0.139
"Raleigh, NC",Turf Field Lab,23SAUG,StAug,2024-05-01,P006,7,0.0664,0.1072,0.076,0.138,0.2359,0.1472,0.2666,0.0718,0.1699,1.4093,66.3135,0.0601,0.2332,0.0911,0.0659,0.2711,0.4241,0.1755,0.1157,0.163,0.1397,0.1607,1.3829,0.7311,0.2201,0.6463,3.6546,57.4948,0.1377,0.1347
"Raleigh, NC",Turf Field Lab,23SAUG,StAug,2024-05-01,P007,6,0.0562,0.0835,0.0669,0.1828,0.1029,0.1281,0.1765,0.0439,0.1105,1.2485,55.5543,0.1078,0.2081,0.0903,0.0686,0.2555,0.3854,0.2794,0.0951,0.176,0.1977,0.1365,1.3161,0.6979,0.2028,0.6205,3.2703,59.5894,0.158,0.0639
"Raleigh, NC",Turf Field Lab,23SAUG,StAug,2024-05-01,P008,7,0.0503,0.0859,0.0607,0.1697,0.213,0.1231,0.2619,0.0607,0.172,1.4154,70.2503,0.0719,0.1151,0.0789,0.0668,0.2625,0.412,0.2025,0.1343,0.1419,0.1536,0.0829,1.1808,0.7209,0.2217,0.6786,4.2223,63.3675,0.0643,0.1849
"Raleigh, NC",Turf Field Lab,23SAUG,StAug,2024-05-01,P009,7,0.0497,0.0822,0.06,0.1878,0.1064,0.0919,0.2396,0.0547,0.1559,1.3694,63.3953,0.0775,0.1804,0.0882,0.0662,0.2547,0.4023,0.2069,0.248,0.1408,0.2321,0.1426,1.3326,0.7173,0.2246,0.6402,3.5592,98.6744,0.0786,0.1389
"Raleigh, NC",Turf Field Lab,23SAUG,StAug,2024-05-01,P010,6,0.0614,0.0935,0.0722,0.1775,0.0984,0.21,0.2044,0.0534,0.1286,1.2951,52.5103,0.1281,0.0738,0.0905,0.0734,0.2472,0.3657,0.1558,0.1209,0.2511,0.2131,0.1045,1.2334,0.6656,0.1932,0.603,3.0384,61.6593,0.1618,0.1229
"Raleigh, NC",Turf Field Lab,23SAUG,StAug,2024-05-01,P011,6,0.0637,0.0995,0.0739,0.2555,0.2486,0.2336,0.2327,0.0613,0.1472,1.3451,62.6188,0.0987,0.1437,0.1055,0.0815,0.1969,0.3146,0.1675,0.1597,0.2397,0.101,0.1279,1.2933,0.5883,0.2301,0.4979,1.9831,61.2748,0.0799,0.1128
"Raleigh, NC",Turf Field Lab,23SAUG,StAug,2024-05-01,P012,6,0.0662,0.0958,0.0765,0.1669,0.2548,0.1811,0.1816,0.0489,0.1118,1.2519,64.3586,0.0784,0.1291,0.0838,0.0654,0.269,0.4001,0.2324,0.1645,0.2426,0.17,0.1234,1.2815,0.719,0.1959,0.6535,3.7727,56.2758,0.1182,0.1085
"Raleigh, NC",Turf Field Lab,23SAUG,StAug,2024-05-01,P013,8,0.0442,0.0802,0.0543,0.1031,0.0902,0.0478,0.2863,0.0618,0.1922,1.4757,87.0625,0.1057,0.1739,0.0925,0.0676,0.2351,0.3925,0.1494,0.0849,0.19,0.1673,0.1554,1.3679,0.706,0.2508,0.6185,3.2421,64.3366,0.1649,0.1622
"Raleigh, NC",Turf Field Lab,23SAUG,StAug,2024-05-01,P014,7,0.0626,0.0964,0.0723,0.2135,0.1413,0.1984,0.2278,0.058,0.1433,1.3344,62.3781,0.1291,0.1655,0.0933,0.066,0.2573,0.4092,0.126,0.1704,0.2112,0.1092,0.1716,1.4143,0.7223,0.2279,0.6286,3.3857,78.3414,0.1038,0.2261
"Raleigh, NC",Turf Field Lab,23SAUG,StAug,2024-05-01,P015,9,0.047,0.0846,0.0563,0.148,0.1527,0.2305,0.3021,0.066,0.2013,1.5041,70.9298,0.1242,0.1945,0.0704,0.0444,0.3276,0.5312,0.2071,0.217,0.1548,0.0619,0.2259,1.5836,0.8456,0.2371,0.7661,6.5507,56.4549,0.0546,0.1747
